username,tweet,location,followers_count
CCriadoPerez,"“sex-separated research that targets women and men as two biological entities could be the place to start” halleluj… https://t.co/TPXUfPqLKH","Agent: Tracy Bohan at Wylie",95601
althiaraj,"@tomkmiec says every govt program in response to COVID-19 has been amended during press conferences (I think he mea… https://t.co/6qQimj10UO","Ottawa, Ontario, Canada",75859
MayorBowser,"I'm #DCproud of @Uber and @lyft for working to ensure that our health care workers have access to transportation.… https://t.co/AiN9hiGwNE","Washington, DC",86033
WGNNews,"Dramatic photos show health workers face anti-lockdown protesters in Colorado https://t.co/yu09foSRJw","Chicago, IL",301256
ElizabethReilly,"Herding 2.8 million folks in Dubai is a big deal, but herding 12.5 million in Los Angeles is, well, impossible? 

M… https://t.co/BW9EZIYA22","Malibu, California, USA",52381
The_News_DIVA,"Dua Lipa, Chris Martin Among Artists Set to Cover Foo Fighters Song for Charity Single https://t.co/ALeXGJYi5S via @variety","Croton-on-Hudson, NY",75525
TomthunkitsMind,"THIS PROVES #COVID-19 IS AN AIRBORNE PATHOGEN. AS YOU TALK &amp; BREATHE YOU CAN TRANSFER IT. THIS IS WHY SO MANY PPL A… https://t.co/0FdDXbwvgD","Atlanta, GA",70098
tomwhitby,"NY Gov Cuomo says we are looking at massive cuts in funding of schools and hospitals.  https://t.co/JChSlVb3cu","LI, NY",81114
gabrielfoley,"Soylent Green Meets Robocop ...https://t.co/iQIsCrOQPH","Berkeley, CA",108181
BostonDotCom,"Livestream: Boston Mayor Marty Walsh’s coronavirus update Monday, April 20 https://t.co/shhWyzdKve","Boston, MA",462910
KTULNews,"Officials and health experts say the country needs to dramatically scale its testing infrastructure if it is going… https://t.co/NaCdPnRXLz","Tulsa, OK",89122
DrDenaGrayson,"I've warned for MONTHS that there will be multiple waves of #coronavirus infections. The 2nd #COVID19 wave this fal… https://t.co/LDFROJ83LN",Florida,292079
republic,"Rashtrapati Bhawan house staffer tests COVID-19 positive; 125 families quarantined: Source https://t.co/ooRRlZCY60","Mumbai, India",991440
IlvesToomas,"Contamination at CDC lab delayed rollout of coronavirus tests https://t.co/u93bm8qCsg","Estonia/Stanford, CA",103823
WFMY,"She said to her, the protests feel like a "slap in the face." https://t.co/PI6zVlX0Vy","Greensboro, North Carolina",133830
Enquirer,"Coronavirus in Ohio: Gov. Mike DeWine gives update on the state's COVID-19 response at 2 p.m. https://t.co/1xzaBJZ5LA","Ohio and Kentucky",146791
GlobalNational,"Grocery program bringing Saskatchewan communities together during coronavirus pandemic https://t.co/Xlmvf6pN7e https://t.co/1XTDniLoPA","Watch online",180669
JamaicaObserver,"Retired chemist who tested positive for COVID-19 dies
https://t.co/DpWfPd1IPs","Kingston, Jamaica",217172
bangordailynews,"As of Monday, there are now 875 confirmed cases of the coronavirus in Maine. Here's what we know about those who ha… https://t.co/wkIEuBijKG",Maine,93982
theappeal,"The Appeal Political Report continues to track state and local government responses to COVID-19, including efforts… https://t.co/sh6XY0BF1o",NULL,103115
ejmalrai,"Trump &amp; team will never understand #Iran. Iran sent masks &amp; ventilators to US people &amp; will never talk to this admi… https://t.co/1zKeQKwnQR","Middle East and Europe",57188
ClarkCountyNV,"Cmsr. @CommishJGibson is out with a new edition of his #Coronavirus newsletter with new information and resources r… https://t.co/yfZ2e727W3","Las Vegas, Nevada",202713
airvistara,"@ajit1983_1 Kindly contact our team on +91 9289228888 or write to us on custrelations@airvistara.com only with a fi… https://t.co/noa0F13vGo",NULL,121201
PeopleDailyKe,"The pillars driving Kenya’s resilience against coronavirus https://t.co/sZ5RMiEvDX https://t.co/hk4xxOFSp0","2nd Flr, DSM Place, Kijabe St.",152065
The_News_DIVA,"‘Broadway From Home’ Provides Virtual Theater Education to Students During Coronavirus Pandemic https://t.co/pZHOy4dx2A via @variety","Croton-on-Hudson, NY",75525
RadioPakistan,"Citizens should follow SOPs to help Govt to contain coronavirus https://t.co/J89C2cZoPy",Islamabad,619352
DaltonRoad,"Puff, don't pass: The future of weed after coronavirus https://t.co/ztIHkcts65 https://t.co/i2ubbG0CeS",USA,64201
CBS6,"The news conference comes as the number of COVID-19 deaths confirmed by the Virginia Department of Health reached 3… https://t.co/8651kdNJu6","Richmond, Virginia",134515
realDailyWire,"POLL: People Have No Idea Joe Biden Is Talking About Coronavirus https://t.co/bkMeh8lNvP https://t.co/hj0oWE3sEf","California, USA",405111
SCMPNews,"Coronavirus: Singapore sees 1,426 new cases in record daily high, most of them foreign workers https://t.co/iNYXplcmxG","Hong Kong",747578
CondeNast,"In a new series, @WIRED explores what the coronavirus pandemic means for the future of business, education, technol… https://t.co/hPqQp9E65K","1 World Trade Center, NYC",95361
waltshaub,"@darrenhayes soon as I finish working on the novel, I'll have time to play",NULL,486999
drjasonfung,"The Pandemic’s Hidden Victims: Sick or Dying, but Not From the Virus https://t.co/iqWMCPs24t",Toronto,122124
Oregonian,"You can still travel within the U.S. amid the coronavirus outbreak, but should you? https://t.co/84cEHj4qNt https://t.co/yILqmEJzIm","Portland, Oregon",331124
seanhannity,"3 Chinese Coronavirus Whistleblowers Have Vanished https://t.co/OSMY307rnd",NYC,4774307
PittsburghPG,"Pittsburgh restaurants sue insurer over COVID-19-related losses https://t.co/zzNGTdkuGi","Pittsburgh, Pa.",170054
observer,"Artists Collaborated on a Coronavirus PSA Campaign That You’ll See All Over NYC https://t.co/Jzj1IMPBPh https://t.co/bOFhRnUiqo","New York City",194157
thehill,"Gov. Cuomo calls for 50-percent bonus for all essential workers during coronavirus pandemic https://t.co/3WdHOiUJtl https://t.co/ERET7pgIlx","Washington, DC",3728745
NYTNational,"Major economic indicators like the jobless rate rely on surveys of people and businesses, but the Covid-19 crisis i… https://t.co/KE5ZeWQ3UK","From Sea to Shining Sea",82986
The74,"More than 20 states are now shuttered for the school year because of #coronavirus. How some states are amending the… https://t.co/VZ5P2eA8iO","New York, NY",53274
legitngnews,"The chief of staff to Governor @elrufai El-Rufai, Muhammad @Dattijo, however, said on Monday, April 20, that his bo… https://t.co/SNb0nJuWOG","Lagos, Nigeria",684213
ANI,"98 more #COVID19 cases (including 50 in Jaipur, 32 in Jodhpur, &amp; 7 in Kota) &amp; 2 more deaths (in Nagaur &amp; Kota) repo… https://t.co/30ykPgoSlc",India,3869964
ABCNewsLive,"Treasury Department confirms paper checks from the $2.2 trillion coronavirus relief package have already started go… https://t.co/m8ExiVrYE4",NULL,57486
earthinstitute,""We have a long ways to go before reopening safely following coronavirus shutdowns,” says @IrwinRedlenerMD for… https://t.co/KDbXTx86CW","New York",95425
tmj4,"Froedtert: Plasma treatment looks hopeful for critically ill COVID-19 patients: https://t.co/ClwJ8nu95M",Milwaukee,69230
PhillyInquirer,"PHOTOS: Protesters are gathering in Harrisburg today, to rally against Pennsylvania's continued stay-at-home orders… https://t.co/o5frrMlkLB","Philadelphia, PA",401377
BibleBeltDarlin,"Put President @realDonaldTrump on a debate stage, just them two, 10 feet apart.
Let’s get it on !",BoonDocksUSA,60432
B52Malmet,"Words can spread the virus. All those unmasked anti-quarantine shouters are expressing their freedom to catch… https://t.co/IJQ5pEaBVD","New York, NY",174303
tmj4,"Gov. Evers says Wisconsin is taking big steps to increase COVID-19 testing: https://t.co/8vZpDKZklu",Milwaukee,69230
DearAuntCrabby,"Condolences to the family of this stupid, stupid man.","The Home, FL",253492
Lucas_Wyrsch,"Five New Trends That Will Reshape Luxury After COVID-19 https://t.co/4XMARxMDlB","Zurich Switzerland",100735
ninaandtito,"@latimes The linked story below came out before covid-19 reared its monstrous head. Wework was in crisis before cor… https://t.co/E2C7NF1xgT","NYC-LA. Bicoastal Betch.",51610
The_News_DIVA,"B-Real on 4/20 in the Time of Coronavirus, the ‘New Rules’ of Touring https://t.co/uXDL8LOgX0 via @variety","Croton-on-Hudson, NY",75525
BALTaShah,"The failure of the #Indian health system to counter #coronavirus shouldn't be diverted to racist rhetoric towards M… https://t.co/dS5yvODPsZ","The Capital, Kuwait",391328
Reverend_Makers,"This is true.","Sheffield, England",81764
RedPepperUG,"VIDEO: A sign of Victory! Active COVID-19 cases drop to 18 as 10 people, including 5 children of Watoto Church, are… https://t.co/B83KSH5oiG","Kampala, Uganda",355604
SW_Help,"@mafri1972 Also further to this, please fill in the online refund form https://t.co/52S8gH2tNH  ^AN",NULL,433790
ReutersUK,"Sterling falls as COVID-19 death toll rises, no easing of lockdown in sight https://t.co/bqmjkzP6nt https://t.co/Fmm0Lp10gz","London, United Kingdom",128591
ELLEDECOR,"Brands Contributing to COVID-19 Relief Efforts https://t.co/mi79c1PSDt","New York",480174
ksdknews,"The 'Rent and Mortgage Cancellation Act' would also create a fund for landlords and mortgage holders to cover losse… https://t.co/RCvbugzpAh","St. Louis, Missouri",237918
democracynow,"Report Reveals Boris Johnson Skipped Early Gov’t Meetings About Coronavirus Threat #CoronavirusRoundup https://t.co/J4pLl9hIbW","New York",737274
joncoopertweets,"For Obama White House, propaganda was a scandal, now Republicans don't care

The Trump administration spews propaga… https://t.co/rTwsNGdI3j","New York",425608
WDBJ7,"Did coronavirus ruin your wedding plans? Well, Busch wants to help out by giving you a year's supply of their beer.… https://t.co/BV0EMomSUx","Roanoke, Virginia",126831
KENS5,"Good news! More than 5,700 Texans have recovered from coronavirus. Stay home to keep our community safe, and let's… https://t.co/o1gA9rJ5mL","San Antonio, Texas",158169
WorldOfWonder,"#ICYMI: Michael Urie in "Buyer &amp; Cellar" Benefit for Broadway Cares COVID-19 Relief Fund. Watch https://t.co/4lXedF5Mfp","Hollywood, CA",140980
fox13,"FOX 13 News launches The Rebound to cover Utah's economic recovery 
https://t.co/XNZuITmXZV #Coronavirus… https://t.co/OI7emgx2NA","Salt Lake City, Utah",150206
businessinsider,"This COVID-19 app would listen to your cough and use AI to predict whether you have coronavirus https://t.co/p9bS7f2ZGQ","New York, NY",2921793
PIX11News,"Coronavirus keeps couple apart on 70th anniversary

https://t.co/h17J3ueVz4 https://t.co/2NHpQkLrmS","New York, NY",74263
KSNNews,"Kansas has reached a grim milestone in the battle against the coronavirus. https://t.co/4WGOIxsj2F","Wichita, KS",76748
MERRYJANE,"The scientists' ultimate goal: Hit the coronavirus with a double-whammy of antibiotics and use weed to slow the spr… https://t.co/JOyHe0tlrH",Worldwide,54683
BelTel,"Live updates: 77 coronavirus deaths in Republic of Ireland

#coronavirus | #COVID19 

https://t.co/iY00GKikWJ","Belfast, Northern Ireland",183940
BoSnerdley,"‘I don’t really want his advice’: Trump admits snubbing Romney for coronavirus task force  https://t.co/Yw7wTTwdQZ via @politico","Southern Command",157787
Dreamdefenders,"We need resources and immediate action from the county and the Homeless Trust. Their inaction is cruel and irrespon… https://t.co/HQLLqEJHGm",Florida,74862
kfor,"As Oklahoma officials work on creating a plan to reopen the state following the coronavirus pandemic, Governor Kevi… https://t.co/wVz034xcLE","Oklahoma City, Oklahoma",94399
StephenGlahn,"More accurate title:

Everything trump did in February besides address #COVID19.

What Trump did about coronavirus… https://t.co/NhNnkTG3w5",Texas,53054
edinburghpaper,"A new taxi service to help transport workers and patients to Covid-19 assessment and testing centres has been launc… https://t.co/SsxSSJL04l",Edinburgh,162793
dawn_com,"Deported from US, man infects 14 migrants with coronavirus in northern #Mexico

Follow our live updates on… https://t.co/sKOzXkl59C",Pakistan,981258
brandondarby,"Gingrich: Coronavirus Has Made Politicians Act Like ‘Petty Gods‘ https://t.co/jSeQIxc2Fr",Texas,76728
Tuko_co_ke,"Tanzania has reported 84 new cases and an MP is among them.

The total number of cases in Tanzania now stands at 25… https://t.co/iG6sFmSqQn","Nairobi, Kenya",102727
bookposter,"A best read novel to children. https://t.co/taHbhu3Nem @ShirleyMcLain93 https://t.co/D1dTiIrhRu",NULL,83687
TruNews,"Prime Minister Benjamin Netanyahu and Blue and White Coalition leader Benny Gantz have reached an agreement to form… https://t.co/H7TIvB8A0P","Vero Beach, FL",64020
MSN,"Fauci says protests could backfire, a look at antibody tests, the effects of lack of human touch, and more — Micros… https://t.co/thXNQAfOoB","Redmond, WA, USA",235511
IrishTimes,"Highest daily coronavirus death toll to date in the Republic: 77 more fatalities, pushing total Covid-19 figure to… https://t.co/ICAANp9A1i",Ireland,536622
mtlgazette,"Canada has yet to collect data, but experts say living in poverty means being unable to follow public health guidel… https://t.co/fTq9F15OfJ","Montreal, QC",229806
ABC11_WTVD,"Birthday parties, weddings, Easter celebrations linked to COVID-19 outbreaks in one North Carolina county https://t.co/968uSEeJVA","Raleigh Durham, NC",278442
QuickTake,"Dubai has a movement-monitoring system that requires residents to apply for a digital permit whenever they leave ho… https://t.co/b6raeW35iO",NULL,1044653
nytpolitics,"The U.S. cannot safely reopen unless it conducts more than 3 times the number of coronavirus tests it is currently… https://t.co/07zYnQEdfo","Washington Bureau",481038
mongabay,"COVID-19 prompts closure of Indonesian parks, and a chance to evaluate: https://t.co/0MoVbXLrRg https://t.co/zjWocp4ZYP",Global,104936
redsteeze,"They are already trying to do this in India. India government had to take action against them.","New York City of Brooklyn",232478
KSLA,"There are 24,523 people with COVID-19 in Louisiana, 19,458 in Texas, 2,680 in Oklahoma and 1,853 in Arkansas. https://t.co/KrvlzQXHJJ",Shreveport∙Texarkana∙Marshall,69547
BoostYourBooks,"The Bible tithe is crops and cattle inside Israel. The erroneous tithe churches require is monetary income. Now tha… https://t.co/ULaKDkQs5E",Worldwide,118913
NRSC,".@CoryGardner introduced the CEASE Act to help protect Americans from scamming and fraud during the coronavirus pan… https://t.co/zpUBBOChhg","Washington, D.C.",108502
SkyNews,"#Coronavirus: Tourism officials in Cornwall say 80% of the industry could collapse without summer trade https://t.co/AESD3cpdRm","London, UK",5942103
abc4utah,"The head of the U.S. Centers for Disease Control and Prevention says 25% of people with COVID-19 might not have sym… https://t.co/G1dHsFZDS8","Salt Lake City, Utah",64724
WLOS_13,"Coronavirus Help Desk: 'Are assisted living facility employees eligible for hazard pay?' https://t.co/QwmDn33Dio","Asheville, NC",77766
